customer_id,gender,age_group,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C4388,Female,Senior,Multan,2024-12-19,O8388,2024-05-20,Pizza Hut,Fries,Fast Food,5,709.31,Cash,36,2025-01-23,4,Inactive,5,2024-11-03,Delayed
C1345,Female,Teenager,Karachi,2024-09-05,O5345,2024-05-20,Burger King,Pasta,Continental,5,1113.3,Wallet,35,2025-05-16,294,Active,1,2025-03-19,Cancelled
C4884,Other,Teenager,Islamabad,2024-06-21,O8884,2024-05-20,KFC,Pasta,Dessert,4,953.63,Cash,15,2025-02-25,130,Inactive,3,2025-02-04,Delivered
C4252,Other,Senior,Karachi,2025-04-11,O8252,2024-05-20,Pizza Hut,Pasta,Fast Food,4,905.45,Card,14,2025-07-08,303,Active,4,2024-10-13,Delivered
C6757,Female,Senior,Islamabad,2025-08-07,O10757,2024-05-20,Pizza Hut,Sandwich,Chinese,1,1278.9,Cash,44,2024-09-25,25,Inactive,2,2025-07-24,Delivered
C2358,Other,Teenager,Lahore,2025-07-22,O6358,2024-05-21,McDonald's,Burger,Dessert,1,1253.85,Wallet,31,2024-12-19,267,Inactive,5,2025-07-23,Delivered
C2339,Female,Teenager,Peshawar,2025-04-26,O6339,2024-05-21,McDonald's,Sandwich,Chinese,1,895.81,Wallet,45,2025-03-31,364,Active,5,2025-03-29,Delivered
C1501,Male,Senior,Karachi,2024-09-09,O5501,2024-05-21,McDonald's,Burger,Continental,3,1346.4,Wallet,8,2024-11-04,381,Inactive,1,2025-04-05,Cancelled
C3739,Male,Senior,Islamabad,2025-06-22,O7739,2024-05-21,Burger King,Pasta,Italian,2,924.57,Wallet,23,2025-03-26,473,Active,2,2024-12-11,Delivered
C3527,Male,Adult,Karachi,2024-10-08,O7527,2024-05-21,Pizza Hut,Sandwich,Fast Food,3,701.39,Card,38,2025-08-21,197,Active,3,2025-02-23,Delayed
C3896,Other,Adult,Multan,2024-08-09,O7896,2024-05-21,McDonald's,Sandwich,Chinese,3,748.73,Card,15,2025-02-06,254,Inactive,5,2025-05-09,Delivered
C4534,Female,Senior,Islamabad,2025-07-29,O8534,2024-05-21,Burger King,Burger,Fast Food,2,1327.52,Cash,12,2025-07-03,146,Inactive,1,2025-01-13,Cancelled
C5335,Female,Adult,Peshawar,2025-02-07,O9335,2024-05-21,Burger King,Burger,Dessert,5,1093.52,Cash,48,2024-10-10,353,Inactive,1,2024-11-23,Cancelled
C5169,Other,Adult,Lahore,2024-12-06,O9169,2024-05-21,KFC,Fries,Continental,1,537.69,Cash,16,2025-07-20,412,Inactive,5,2025-08-14,Delayed
C3095,Male,Senior,Multan,2024-09-24,O7095,2024-05-21,McDonald's,Fries,Chinese,2,1449.82,Cash,37,2025-08-15,226,Active,1,2024-10-12,Cancelled
C2510,Other,Teenager,Multan,2024-09-19,O6510,2024-05-22,Burger King,Sandwich,Fast Food,2,1307.54,Cash,49,2025-07-10,33,Inactive,4,2024-09-21,Delayed
C3792,Male,Senior,Karachi,2024-06-05,O7792,2024-05-22,KFC,Burger,Fast Food,3,1258.67,Card,25,2024-10-17,111,Active,5,2024-10-18,Delayed
C1733,Other,Senior,Karachi,2024-09-21,O5733,2024-05-22,Pizza Hut,Pizza,Dessert,1,760.45,Card,21,2025-08-12,308,Active,2,2025-02-14,Delayed
C6169,Other,Senior,Lahore,2024-06-09,O10169,2024-05-22,Pizza Hut,Burger,Continental,4,1311.22,Cash,37,2025-07-22,343,Inactive,5,2025-01-28,Delivered
C1342,Other,Adult,Karachi,2025-06-04,O5342,2024-05-22,Pizza Hut,Pizza,Continental,3,788.69,Cash,32,2024-09-12,436,Inactive,3,2025-05-11,Delivered
C3126,Male,Adult,Peshawar,2024-06-05,O7126,2024-05-22,Burger King,Pasta,Dessert,4,1283.97,Card,16,2025-03-16,381,Active,2,2024-08-25,Delivered
C5613,Other,Teenager,Lahore,2025-07-22,O9613,2024-05-22,Burger King,Burger,Dessert,2,1199.68,Cash,9,2024-09-23,175,Inactive,1,2024-11-14,Cancelled
C5518,Female,Adult,Lahore,2025-07-24,O9518,2024-05-22,Subway,Fries,Italian,4,1456.87,Cash,28,2024-08-21,174,Inactive,5,2025-01-02,Delivered
C4678,Female,Teenager,Peshawar,2025-07-28,O8678,2024-05-23,Pizza Hut,Pizza,Dessert,3,705.88,Card,30,2024-10-18,225,Active,1,2025-04-16,Cancelled
C4809,Male,Adult,Karachi,2024-02-26,O8809,2024-05-23,McDonald's,Pasta,Italian,1,1442.58,Wallet,7,2024-12-11,38,Active,5,2025-06-14,Delayed
C5778,Male,Senior,Lahore,2025-07-18,O9778,2024-05-23,Subway,Sandwich,Chinese,2,466.89,Cash,25,2024-10-04,345,Active,2,2025-02-14,Delayed
C2931,Male,Adult,Karachi,2024-10-15,O6931,2024-05-23,Burger King,Pasta,Chinese,1,539.24,Cash,30,2024-10-12,192,Active,1,2024-08-23,Cancelled
C6777,Male,Teenager,Islamabad,2025-07-27,O10777,2024-05-23,KFC,Sandwich,Chinese,1,771.48,Cash,50,2025-03-27,96,Active,1,2025-04-13,Cancelled
C4261,Male,Senior,Karachi,2024-01-07,O8261,2024-05-23,Pizza Hut,Sandwich,Italian,3,1252.33,Wallet,4,2024-09-05,256,Active,1,2025-06-06,Cancelled
C5879,Female,Adult,Multan,2024-05-06,O9879,2024-05-23,McDonald's,Burger,Chinese,4,1182.98,Card,12,2024-09-02,200,Inactive,1,2025-07-09,Cancelled
C2046,Male,Senior,Lahore,2024-02-17,O6046,2024-05-23,Subway,Burger,Continental,4,1328.33,Card,42,2025-05-20,460,Inactive,3,2025-02-06,Delivered
C6678,Female,Adult,Lahore,2023-08-31,O10678,2024-05-23,Pizza Hut,Fries,Italian,1,1469.47,Wallet,18,2025-08-09,448,Inactive,1,2024-12-16,Cancelled
C4215,Other,Teenager,Peshawar,2024-10-13,O8215,2024-05-24,Burger King,Pasta,Italian,3,1487.08,Card,42,2025-03-05,389,Active,3,2025-05-02,Delayed
C3285,Other,Senior,Peshawar,2025-08-16,O7285,2024-05-24,McDonald's,Pasta,Dessert,1,557.49,Wallet,26,2024-09-04,66,Inactive,2,2025-05-31,Delayed
C4005,Female,Teenager,Multan,2024-03-10,O8005,2024-05-24,Subway,Burger,Italian,5,1039.5,Card,22,2024-09-07,92,Inactive,1,2024-11-24,Cancelled
C6593,Female,Adult,Lahore,2024-03-19,O10593,2024-05-24,Burger King,Fries,Fast Food,5,106.16,Cash,1,2025-08-08,407,Inactive,1,2025-03-28,Cancelled
C5557,Male,Senior,Islamabad,2024-10-02,O9557,2024-05-25,KFC,Fries,Italian,2,301.01,Wallet,6,2024-12-01,497,Inactive,5,2025-05-19,Delayed
C3389,Male,Senior,Islamabad,2023-09-30,O7389,2024-05-25,Subway,Pasta,Fast Food,1,1111.22,Wallet,2,2024-11-06,82,Inactive,2,2024-12-18,Delivered
C5605,Male,Teenager,Peshawar,2024-10-22,O9605,2024-05-25,Subway,Burger,Italian,3,1411.37,Wallet,24,2025-02-02,285,Active,1,2024-12-27,Cancelled
C2613,Female,Senior,Islamabad,2025-01-11,O6613,2024-05-25,McDonald's,Pizza,Dessert,2,1382.43,Card,4,2025-07-14,243,Active,1,2025-04-29,Cancelled
C6478,Male,Adult,Islamabad,2024-11-08,O10478,2024-05-25,Subway,Pizza,Continental,2,508.57,Wallet,41,2024-11-26,459,Inactive,1,2025-01-30,Cancelled
C1245,Female,Senior,Islamabad,2025-07-31,O5245,2024-05-25,Pizza Hut,Fries,Fast Food,5,1373.38,Card,18,2025-07-26,475,Active,4,2025-07-08,Delayed
C4020,Female,Adult,Multan,2024-07-22,O8020,2024-05-25,Pizza Hut,Pasta,Dessert,3,1438.71,Card,21,2025-03-03,289,Inactive,1,2025-05-28,Cancelled
C1676,Female,Senior,Peshawar,2025-08-14,O5676,2024-05-26,Subway,Sandwich,Italian,4,417.96,Cash,30,2025-03-03,311,Inactive,1,2025-03-22,Cancelled
C6392,Female,Senior,Multan,2025-03-31,O10392,2024-05-26,Pizza Hut,Burger,Dessert,5,424.28,Wallet,50,2025-06-08,345,Inactive,3,2025-03-16,Delivered
C4213,Female,Senior,Multan,2024-12-15,O8213,2024-05-26,KFC,Pasta,Chinese,5,752.84,Card,14,2025-01-16,214,Active,4,2025-05-27,Delivered
C3929,Female,Teenager,Lahore,2024-02-25,O7929,2024-05-26,Pizza Hut,Pizza,Chinese,2,200.73,Wallet,49,2025-03-07,133,Active,1,2025-04-13,Cancelled
C6489,Female,Senior,Islamabad,2023-10-26,O10489,2024-05-26,Burger King,Pizza,Dessert,3,259.02,Card,13,2025-04-20,77,Inactive,1,2025-05-18,Cancelled
C3374,Female,Teenager,Multan,2025-08-20,O7374,2024-05-27,KFC,Burger,Chinese,3,1452.02,Cash,3,2025-02-22,452,Inactive,1,2025-04-10,Cancelled
C3350,Female,Adult,Karachi,2024-11-20,O7350,2024-05-27,KFC,Burger,Dessert,3,1451.36,Wallet,19,2025-03-24,268,Active,1,2025-01-14,Cancelled
C3906,Female,Teenager,Islamabad,2023-09-13,O7906,2024-05-27,Pizza Hut,Burger,Chinese,5,295.03,Cash,37,2025-03-11,81,Active,4,2024-12-14,Delayed
C5318,Other,Senior,Lahore,2024-12-31,O9318,2024-05-27,McDonald's,Burger,Fast Food,5,1262.52,Wallet,8,2025-07-10,309,Inactive,5,2025-08-19,Delayed
C1604,Male,Senior,Islamabad,2024-07-15,O5604,2024-05-27,Subway,Pasta,Continental,2,1030.8,Card,27,2025-06-07,112,Active,3,2025-03-24,Delayed
C6411,Male,Adult,Lahore,2025-05-11,O10411,2024-05-27,Subway,Pasta,Italian,1,1357.27,Cash,32,2025-04-21,361,Active,4,2025-05-27,Delayed
C4642,Male,Adult,Peshawar,2024-10-10,O8642,2024-05-27,Pizza Hut,Burger,Chinese,2,787.5,Wallet,7,2025-05-24,36,Inactive,2,2024-10-27,Delayed
C2630,Male,Adult,Islamabad,2025-06-23,O6630,2024-05-27,Burger King,Pasta,Dessert,5,138.13,Card,41,2024-11-09,9,Active,3,2025-01-10,Delivered
C1149,Female,Senior,Karachi,2023-12-08,O5149,2024-05-28,KFC,Fries,Chinese,5,1147.95,Card,50,2024-12-31,163,Inactive,5,2024-11-17,Delivered
C5723,Male,Adult,Multan,2024-06-30,O9723,2024-05-28,Burger King,Burger,Continental,5,509.22,Cash,21,2025-08-02,156,Inactive,3,2024-09-18,Delivered
C2500,Female,Teenager,Lahore,2023-10-26,O6500,2024-05-28,KFC,Pasta,Chinese,5,342.85,Card,16,2025-06-29,112,Inactive,3,2025-03-03,Delayed
C1769,Female,Senior,Multan,2024-05-22,O5769,2024-05-28,Pizza Hut,Pasta,Italian,1,879.11,Card,31,2025-08-03,301,Inactive,3,2025-07-14,Delayed
C4375,Female,Senior,Karachi,2024-09-26,O8375,2024-05-28,Burger King,Burger,Chinese,1,1281.95,Wallet,9,2025-06-16,174,Active,2,2024-12-29,Delayed
C6911,Male,Adult,Multan,2024-11-05,O10911,2024-05-29,KFC,Pasta,Continental,2,341.76,Card,18,2025-04-13,176,Active,1,2025-03-16,Cancelled
C5679,Male,Teenager,Islamabad,2025-02-08,O9679,2024-05-29,KFC,Sandwich,Chinese,4,1473.46,Cash,4,2025-06-20,20,Active,5,2025-03-18,Delivered
C4226,Female,Teenager,Multan,2025-01-14,O8226,2024-05-29,Subway,Sandwich,Dessert,1,1420.56,Card,27,2025-06-03,346,Inactive,3,2025-01-04,Delayed
C4458,Female,Senior,Peshawar,2025-01-11,O8458,2024-05-30,McDonald's,Sandwich,Dessert,5,923.04,Wallet,21,2025-04-22,311,Active,2,2024-09-23,Delivered
C6470,Other,Teenager,Lahore,2024-08-24,O10470,2024-05-30,Burger King,Pasta,Fast Food,4,1091.23,Wallet,2,2025-02-07,256,Active,1,2025-05-09,Cancelled
C1967,Female,Adult,Karachi,2024-10-04,O5967,2024-05-30,Subway,Pasta,Continental,4,326.84,Card,35,2025-03-11,51,Active,4,2025-08-13,Delayed
C3111,Other,Teenager,Peshawar,2023-12-22,O7111,2024-05-30,Subway,Sandwich,Continental,1,825.55,Card,46,2025-01-01,451,Active,4,2025-01-17,Delayed
C5126,Female,Adult,Peshawar,2024-09-05,O9126,2024-05-30,KFC,Pasta,Chinese,1,1386.29,Card,34,2024-11-07,160,Inactive,5,2025-02-15,Delivered
C1696,Male,Adult,Multan,2024-03-05,O5696,2024-05-30,Pizza Hut,Sandwich,Italian,4,787.98,Wallet,37,2025-03-07,31,Active,1,2024-10-29,Cancelled
C2282,Other,Senior,Karachi,2024-02-22,O6282,2024-05-30,Subway,Pasta,Continental,5,538.88,Cash,22,2024-10-14,243,Inactive,1,2024-08-28,Cancelled
C6764,Other,Senior,Islamabad,2025-06-03,O10764,2024-05-30,KFC,Fries,Fast Food,4,1438.37,Wallet,1,2025-07-21,340,Inactive,5,2025-03-10,Delivered
C6081,Other,Teenager,Peshawar,2025-05-31,O10081,2024-05-30,KFC,Burger,Dessert,2,539.77,Card,45,2025-04-26,157,Inactive,1,2025-02-02,Cancelled
C4934,Female,Senior,Karachi,2024-04-24,O8934,2024-05-30,KFC,Sandwich,Dessert,4,1007.79,Cash,5,2024-10-20,171,Inactive,1,2024-12-11,Delivered
C3050,Other,Adult,Peshawar,2025-01-24,O7050,2024-05-30,McDonald's,Pasta,Continental,2,1359.67,Card,12,2024-12-23,153,Active,2,2024-10-25,Delivered
C3728,Female,Teenager,Multan,2025-02-09,O7728,2024-05-30,KFC,Fries,Dessert,3,1405.04,Card,33,2024-12-09,268,Inactive,1,2025-02-28,Cancelled
C5293,Other,Adult,Islamabad,2025-05-19,O9293,2024-05-31,Pizza Hut,Fries,Continental,5,788.9,Card,23,2024-12-05,73,Active,5,2024-09-11,Delayed
C5137,Other,Senior,Karachi,2023-10-16,O9137,2024-05-31,Subway,Sandwich,Dessert,1,337.41,Wallet,41,2025-03-25,55,Active,2,2024-12-02,Delivered
C1602,Other,Adult,Multan,2025-07-18,O5602,2024-05-31,Pizza Hut,Pasta,Continental,4,290.37,Cash,24,2025-04-12,226,Inactive,2,2025-08-19,Delivered
C2911,Female,Teenager,Peshawar,2024-08-17,O6911,2024-05-31,KFC,Burger,Fast Food,4,719.53,Card,10,2024-11-21,457,Active,1,2025-02-16,Cancelled
C3029,Other,Adult,Multan,2024-08-20,O7029,2024-05-31,Pizza Hut,Pasta,Dessert,3,588.48,Wallet,48,2025-02-06,352,Active,1,2025-07-15,Cancelled
C5514,Female,Adult,Islamabad,2024-08-28,O9514,2024-05-31,McDonald's,Pizza,Dessert,3,239.85,Card,46,2024-10-06,360,Inactive,1,2025-02-06,Cancelled
C1084,Male,Teenager,Islamabad,2023-09-07,O5084,2024-05-31,Pizza Hut,Fries,Continental,2,1098.18,Wallet,32,2025-03-15,456,Inactive,2,2025-07-26,Delivered
C3453,Other,Teenager,Lahore,2025-05-03,O7453,2024-05-31,Burger King,Sandwich,Fast Food,5,322.42,Wallet,39,2024-11-15,441,Inactive,5,2025-01-01,Delivered
C1182,Female,Adult,Lahore,2024-08-29,O5182,2024-05-31,McDonald's,Sandwich,Dessert,2,1089.73,Wallet,37,2024-10-30,106,Inactive,2,2025-04-19,Delayed
C6324,Female,Adult,Peshawar,2023-08-30,O10324,2024-06-01,Pizza Hut,Pizza,Fast Food,2,832.14,Cash,36,2025-08-19,425,Active,1,2025-04-25,Delayed
C3926,Other,Senior,Multan,2024-09-02,O7926,2024-06-01,KFC,Fries,Italian,2,966.24,Card,39,2024-09-29,119,Active,1,2025-05-14,Cancelled
C6014,Male,Teenager,Peshawar,2024-06-29,O10014,2024-06-01,McDonald's,Burger,Chinese,5,1148.79,Wallet,50,2024-10-18,345,Active,4,2025-01-17,Delivered
C5127,Other,Adult,Karachi,2023-10-18,O9127,2024-06-01,Pizza Hut,Burger,Dessert,5,146.74,Card,16,2025-07-08,383,Active,1,2024-09-18,Cancelled
C1429,Female,Senior,Karachi,2024-05-09,O5429,2024-06-01,Pizza Hut,Pizza,Dessert,1,1040.28,Card,10,2025-04-06,129,Active,4,2025-02-09,Delayed
C4715,Male,Adult,Islamabad,2025-01-02,O8715,2024-06-01,Pizza Hut,Sandwich,Continental,2,1294.54,Card,31,2025-07-12,96,Inactive,1,2025-08-09,Cancelled
C2195,Male,Senior,Islamabad,2024-02-06,O6195,2024-06-01,Subway,Pizza,Italian,3,714.7,Wallet,14,2024-11-19,193,Active,5,2024-10-30,Delivered
C2429,Female,Adult,Karachi,2025-03-13,O6429,2024-06-01,Pizza Hut,Pizza,Italian,2,277.02,Wallet,29,2025-07-05,394,Inactive,3,2025-05-14,Delivered
C5816,Other,Adult,Lahore,2025-06-29,O9816,2024-06-01,Pizza Hut,Burger,Chinese,1,992.84,Card,45,2025-01-01,31,Inactive,1,2025-01-05,Delayed
C2987,Male,Senior,Islamabad,2025-08-12,O6987,2024-06-01,Burger King,Burger,Dessert,4,134.74,Wallet,8,2025-05-01,294,Active,1,2025-03-07,Cancelled
C3580,Male,Adult,Islamabad,2025-04-10,O7580,2024-06-01,Subway,Fries,Continental,2,1410.94,Wallet,46,2025-08-13,41,Active,3,2025-04-30,Delivered
C4479,Male,Teenager,Peshawar,2024-11-07,O8479,2024-06-02,McDonald's,Burger,Dessert,2,737.89,Cash,12,2024-09-03,107,Inactive,2,2024-11-02,Delayed
C2200,Male,Senior,Islamabad,2023-09-26,O6200,2024-06-02,Subway,Pizza,Italian,4,924.91,Cash,18,2024-12-21,482,Active,1,2024-11-27,Cancelled
C6138,Female,Adult,Islamabad,2024-06-16,O10138,2024-06-02,Burger King,Pizza,Continental,5,1388.35,Card,26,2025-03-24,228,Inactive,1,2024-08-31,Cancelled
C1748,Male,Senior,Lahore,2023-12-30,O5748,2024-06-03,Subway,Fries,Continental,2,1438.16,Cash,30,2024-10-01,262,Active,2,2025-07-22,Delivered
C6399,Female,Senior,Islamabad,2023-09-05,O10399,2024-06-03,McDonald's,Pasta,Fast Food,4,1372.11,Card,35,2024-10-12,491,Active,1,2025-01-02,Cancelled
C1074,Male,Senior,Karachi,2024-05-03,O5074,2024-06-03,KFC,Burger,Fast Food,1,438,Wallet,7,2025-08-15,124,Inactive,2,2024-11-24,Delayed
C1373,Female,Teenager,Multan,2024-07-11,O5373,2024-06-03,Burger King,Fries,Dessert,4,1426.2,Cash,47,2025-01-20,372,Active,2,2024-10-06,Delivered
C2628,Male,Adult,Lahore,2024-08-01,O6628,2024-06-03,McDonald's,Burger,Italian,3,1041.28,Card,26,2025-01-08,338,Inactive,1,2025-08-21,Cancelled
C3599,Male,Senior,Multan,2024-08-25,O7599,2024-06-03,McDonald's,Sandwich,Fast Food,3,612.37,Card,12,2025-03-09,414,Active,1,2025-04-14,Cancelled
C4040,Female,Teenager,Multan,2024-04-04,O8040,2024-06-03,Subway,Fries,Dessert,3,757.95,Card,5,2025-05-01,297,Inactive,1,2025-07-20,Cancelled
C5234,Female,Teenager,Karachi,2025-01-08,O9234,2024-06-03,McDonald's,Burger,Chinese,5,548.1,Cash,35,2025-05-25,182,Inactive,1,2025-05-20,Cancelled
C4026,Other,Senior,Karachi,2025-01-01,O8026,2024-06-03,Pizza Hut,Pizza,Continental,1,562.68,Card,2,2025-04-14,236,Inactive,1,2025-04-21,Cancelled
C6943,Female,Senior,Multan,2024-01-06,O10943,2024-06-03,Burger King,Pasta,Fast Food,3,863.26,Wallet,30,2025-05-12,265,Active,3,2024-09-14,Delivered
C1706,Female,Adult,Karachi,2025-02-10,O5706,2024-06-04,Subway,Pizza,Continental,3,460.02,Cash,16,2025-03-13,360,Active,3,2025-07-28,Delivered
C6591,Other,Teenager,Multan,2024-10-12,O10591,2024-06-04,Burger King,Fries,Fast Food,3,1164.12,Card,14,2025-05-24,247,Inactive,4,2025-07-09,Delayed
C1433,Male,Teenager,Multan,2024-09-08,O5433,2024-06-04,KFC,Pasta,Continental,3,1491.06,Card,49,2025-05-25,274,Active,1,2025-07-24,Cancelled
C3793,Other,Senior,Karachi,2025-06-26,O7793,2024-06-04,Pizza Hut,Fries,Fast Food,2,264.49,Card,5,2024-11-15,7,Inactive,5,2024-11-23,Delayed
C3359,Other,Teenager,Islamabad,2024-08-11,O7359,2024-06-04,McDonald's,Pizza,Dessert,5,300.03,Cash,3,2025-07-27,341,Active,1,2025-05-31,Delayed
C2325,Male,Teenager,Islamabad,2024-08-14,O6325,2024-06-04,KFC,Burger,Chinese,3,1420.81,Wallet,24,2025-05-12,238,Inactive,4,2025-03-06,Delivered
C3206,Male,Adult,Karachi,2023-10-25,O7206,2024-06-04,KFC,Pizza,Fast Food,1,136.56,Cash,28,2025-07-04,25,Active,1,2024-12-13,Delivered
C3181,Male,Teenager,Karachi,2024-11-07,O7181,2024-06-04,Subway,Sandwich,Dessert,4,327.77,Cash,46,2024-10-31,123,Active,1,2024-12-30,Cancelled
C3977,Other,Adult,Lahore,2024-02-16,O7977,2024-06-05,KFC,Fries,Chinese,1,1360.42,Card,47,2024-12-10,418,Active,4,2025-08-11,Delivered
C3148,Female,Adult,Islamabad,2024-01-22,O7148,2024-06-05,Subway,Sandwich,Italian,3,640.49,Card,26,2024-11-02,436,Inactive,3,2025-04-10,Delivered
C1313,Other,Teenager,Peshawar,2024-01-17,O5313,2024-06-05,Pizza Hut,Sandwich,Continental,3,1267.47,Cash,5,2025-08-12,297,Active,2,2025-08-13,Delayed
C5366,Male,Senior,Karachi,2025-08-18,O9366,2024-06-05,KFC,Sandwich,Italian,4,252.12,Card,20,2024-11-01,350,Active,2,2024-09-15,Delivered
C6202,Female,Teenager,Peshawar,2024-10-22,O10202,2024-06-06,KFC,Burger,Continental,4,1452.09,Card,36,2025-04-16,50,Active,2,2025-05-27,Delayed
C2821,Male,Senior,Peshawar,2025-02-03,O6821,2024-06-06,McDonald's,Fries,Chinese,1,186.75,Wallet,29,2025-01-29,88,Inactive,3,2024-12-06,Delivered
C5434,Female,Teenager,Islamabad,2025-04-20,O9434,2024-06-06,Burger King,Sandwich,Chinese,1,329.03,Cash,43,2024-12-29,76,Active,4,2024-12-15,Delivered
C2014,Male,Senior,Karachi,2023-09-02,O6014,2024-06-06,McDonald's,Pasta,Continental,1,252.64,Card,29,2025-03-02,286,Active,5,2025-04-29,Delivered
C3621,Male,Senior,Islamabad,2023-10-26,O7621,2024-06-06,Pizza Hut,Pasta,Dessert,5,647.48,Wallet,32,2025-02-16,95,Active,4,2025-03-27,Delayed
C5281,Other,Senior,Multan,2023-09-03,O9281,2024-06-06,KFC,Fries,Chinese,1,246.04,Wallet,40,2025-02-08,431,Active,2,2025-07-30,Delivered
C3933,Other,Adult,Karachi,2024-07-18,O7933,2024-06-06,McDonald's,Sandwich,Continental,5,300.25,Cash,42,2025-06-20,190,Inactive,3,2025-07-07,Delivered
C3028,Female,Teenager,Peshawar,2023-11-07,O7028,2024-06-07,Pizza Hut,Fries,Continental,1,288.39,Wallet,35,2025-02-17,405,Active,2,2025-02-12,Delivered
C2273,Other,Senior,Peshawar,2025-03-04,O6273,2024-06-07,KFC,Pasta,Continental,2,1478.57,Wallet,7,2025-07-31,154,Inactive,5,2025-06-20,Delayed
C6106,Other,Adult,Multan,2025-07-14,O10106,2024-06-07,Burger King,Pasta,Italian,2,978.69,Wallet,17,2025-07-17,253,Inactive,1,2025-07-16,Cancelled
C1137,Other,Adult,Islamabad,2025-06-07,O5137,2024-06-07,Subway,Sandwich,Italian,3,927.29,Cash,22,2024-12-05,414,Active,1,2025-06-04,Cancelled
C6754,Other,Teenager,Islamabad,2025-08-04,O10754,2024-06-07,Burger King,Pasta,Fast Food,3,777.19,Card,6,2024-11-27,236,Inactive,4,2025-06-29,Delayed
C2922,Other,Adult,Multan,2024-05-03,O6922,2024-06-07,Pizza Hut,Fries,Dessert,4,822.44,Cash,49,2025-01-13,51,Active,4,2025-08-02,Delayed
C1936,Male,Senior,Karachi,2025-04-29,O5936,2024-06-08,KFC,Sandwich,Italian,2,774.83,Card,21,2025-01-11,158,Active,4,2025-03-08,Delayed
C3221,Female,Teenager,Lahore,2023-09-01,O7221,2024-06-08,Subway,Pizza,Dessert,5,967.55,Cash,26,2025-03-27,435,Active,2,2024-09-15,Delayed
C2854,Other,Adult,Islamabad,2025-04-05,O6854,2024-06-08,KFC,Burger,Italian,3,1391.23,Cash,50,2025-07-02,54,Inactive,1,2025-07-03,Delayed
C1022,Other,Teenager,Peshawar,2023-11-08,O5022,2024-06-08,Burger King,Burger,Dessert,5,1012.9,Wallet,16,2025-05-03,394,Active,4,2024-10-17,Delivered
C5204,Female,Senior,Peshawar,2025-05-16,O9204,2024-06-08,KFC,Pasta,Continental,5,729.72,Wallet,18,2025-07-26,381,Active,5,2025-06-09,Delayed
C5330,Female,Adult,Peshawar,2024-12-26,O9330,2024-06-08,Pizza Hut,Pasta,Continental,4,1009.09,Card,7,2025-04-23,342,Active,4,2024-10-03,Delivered
C5987,Male,Teenager,Karachi,2025-05-20,O9987,2024-06-08,McDonald's,Pizza,Continental,1,1485.59,Cash,43,2025-05-05,45,Active,1,2025-06-14,Delivered
C2604,Other,Teenager,Peshawar,2025-03-19,O6604,2024-06-08,Subway,Sandwich,Italian,3,938.59,Card,21,2024-12-27,220,Inactive,1,2025-03-10,Cancelled
C5531,Female,Teenager,Lahore,2024-06-02,O9531,2024-06-08,Pizza Hut,Burger,Dessert,3,407.81,Wallet,46,2025-01-08,343,Active,1,2024-10-21,Cancelled
C6684,Male,Senior,Islamabad,2025-04-20,O10684,2024-06-09,Subway,Pizza,Dessert,5,1253.89,Cash,43,2025-06-18,80,Active,1,2025-01-19,Cancelled
C5256,Other,Senior,Karachi,2025-06-11,O9256,2024-06-09,Burger King,Sandwich,Italian,1,1205.34,Card,36,2025-03-18,103,Active,1,2025-03-13,Cancelled
C6285,Male,Teenager,Islamabad,2023-12-13,O10285,2024-06-09,KFC,Pizza,Dessert,3,489.26,Cash,4,2024-10-02,266,Active,2,2024-09-30,Delivered
C5157,Female,Teenager,Islamabad,2025-04-04,O9157,2024-06-09,Subway,Pasta,Fast Food,4,568.28,Wallet,46,2025-05-02,182,Inactive,5,2025-07-19,Delayed
C6338,Other,Senior,Lahore,2024-06-06,O10338,2024-06-09,Subway,Pizza,Chinese,3,917.47,Wallet,17,2025-03-15,173,Inactive,1,2025-05-14,Cancelled
C6975,Male,Teenager,Peshawar,2025-04-20,O10975,2024-06-09,Burger King,Pasta,Continental,2,1425.04,Wallet,31,2025-07-10,100,Inactive,1,2025-07-07,Cancelled
C3697,Male,Senior,Karachi,2023-12-16,O7697,2024-06-09,Pizza Hut,Burger,Italian,3,1193.59,Wallet,35,2025-05-27,253,Active,4,2025-04-29,Delivered
C6325,Other,Teenager,Multan,2024-10-08,O10325,2024-06-09,KFC,Fries,Continental,5,219.85,Card,41,2025-05-09,360,Active,3,2024-10-17,Delayed
C3838,Male,Senior,Multan,2024-12-11,O7838,2024-06-09,Pizza Hut,Sandwich,Continental,3,459.7,Wallet,10,2025-05-25,416,Inactive,1,2025-01-01,Cancelled
C5727,Male,Senior,Peshawar,2025-02-28,O9727,2024-06-09,Subway,Fries,Chinese,1,1306.38,Card,25,2024-10-11,199,Inactive,1,2025-01-07,Delayed
C6395,Other,Adult,Peshawar,2024-02-24,O10395,2024-06-10,KFC,Fries,Chinese,5,573.13,Cash,14,2025-01-09,93,Inactive,5,2024-12-27,Delivered
C1595,Other,Adult,Lahore,2023-09-14,O5595,2024-06-10,Burger King,Burger,Chinese,5,1329.17,Cash,42,2024-10-04,191,Active,2,2025-06-22,Delayed
